"Species","Year","SpnForAbd_Total","SpnForTrend_Total","SpnForAbd_Wild","SpnForTrend_Wild","CU_ID","CU_Name","DU_ID","STK_ID","STK_NAME"
"Sockeye",2011,33692,33692,33692,33692,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2012,101856,101856,101856,101856,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2013,42724,42724,42724,42724,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2014,194755,194755,194755,194755,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2015,24662,24662,24662,24662,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2016,91134,91134,91134,91134,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2017,37029,37029,37029,37029,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2018,72501,72501,72501,72501,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2019,23088,23088,23088,23088,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2020,86374,86374,86374,86374,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2021,19144,19144,19144,19144,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",2022,109007,109007,109007,109007,"OkaComplV3","OkanaganComplex-V3",NA,"OkaComplV3","OkanaganComplex-V3"
"Sockeye",1961,3172.897818,3172.897818,3172.897818,3172.897818,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1962,5430.506455,5430.506455,5430.506455,5430.506455,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1963,26237.73109,26237.73109,26237.73109,26237.73109,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1964,23251.55603,23251.55603,23251.55603,23251.55603,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1965,17879.29135,17879.29135,17879.29135,17879.29135,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1966,73659.0366,73659.0366,73659.0366,73659.0366,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1967,26964.0961,26964.0961,26964.0961,26964.0961,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1968,45522.88,45522.88,45522.88,45522.88,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1969,10710.592,10710.592,10710.592,10710.592,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1970,29341.888,29341.888,29341.888,29341.888,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1971,36090.9141,36090.9141,36090.9141,36090.9141,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1972,21564,21564,21564,21564,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1973,12133,12133,12133,12133,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1974,7110.434712,7110.434712,7110.434712,7110.434712,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1975,12739.23404,12739.23404,12739.23404,12739.23404,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1976,16428.544,16428.544,16428.544,16428.544,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1977,13176.448,13176.448,13176.448,13176.448,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1978,4750.144,4750.144,4750.144,4750.144,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1979,15009.28,15009.28,15009.28,15009.28,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1980,15807.04,15807.04,15807.04,15807.04,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1981,16938.304,16938.304,16938.304,16938.304,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1982,11703.04,11703.04,11703.04,11703.04,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1983,16761.472,16761.472,16761.472,16761.472,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1984,53720.67986,53720.67986,53720.67986,53720.67986,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1985,31945.74646,31945.74646,31945.74646,31945.74646,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1986,15472.15812,15472.15812,15472.15812,15472.15812,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1987,21090.09404,21090.09404,21090.09404,21090.09404,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1988,20652.928,20652.928,20652.928,20652.928,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1989,17947.46414,17947.46414,17947.46414,17947.46414,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1990,6261.494874,6261.494874,6261.494874,6261.494874,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1991,19737.56439,19737.56439,19737.56439,19737.56439,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1992,33184.31818,33184.31818,33184.31818,33184.31818,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1993,17151.424,17151.424,17151.424,17151.424,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1994,1976.704,1976.704,1976.704,1976.704,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1995,4581.290136,4581.290136,4581.290136,4581.290136,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1996,17034.93753,17034.93753,17034.93753,17034.93753,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1997,11995.86628,11995.86628,11995.86628,11995.86628,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1998,3708.12834,3708.12834,3708.12834,3708.12834,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1999,5648,5648,5648,5648,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2000,21838,21838,21838,21838,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2001,39024,39024,39024,39024,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2002,3560,3560,3560,3560,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2003,17753,17753,17753,17753,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2004,41791,41791,41791,41791,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2005,31260,31260,31260,31260,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2006,20819,20819,20819,20819,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2007,13490,13490,13490,13490,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2008,126972,126972,126972,126972,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2009,64024,64024,64024,64024,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2010,182122,182122,182122,182122,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2011,35900,35900,35900,35900,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2012,90862,90862,90862,90862,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2013,33820,33820,33820,33820,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2014,145206,145206,145206,145206,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2015,10255,10255,10255,10255,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2016,54281,54281,54281,54281,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2017,9893,9893,9893,9893,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2018,30755,30755,30755,30755,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2019,12913,12913,12913,12913,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2020,46510,46510,46510,46510,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2021,10457,10457,10457,10457,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",2022,75260.45455,75260.45455,75260.45455,75260.45455,"OsoV1","OsoyoosLake-V1",NA,"OsoV1","OsoyoosLake-V1"
"Sockeye",1961,3172.897818,3172.897818,3172.897818,3172.897818,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1962,5430.506455,5430.506455,5430.506455,5430.506455,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1963,26237.73109,26237.73109,26237.73109,26237.73109,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1964,23251.55603,23251.55603,23251.55603,23251.55603,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1965,17879.29135,17879.29135,17879.29135,17879.29135,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1966,73659.0366,73659.0366,73659.0366,73659.0366,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1967,26964.0961,26964.0961,26964.0961,26964.0961,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1968,45522.88,45522.88,45522.88,45522.88,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1969,10710.592,10710.592,10710.592,10710.592,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1970,29341.888,29341.888,29341.888,29341.888,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1971,36090.9141,36090.9141,36090.9141,36090.9141,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1972,21564,21564,21564,21564,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1973,12133,12133,12133,12133,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1974,7110.434712,7110.434712,7110.434712,7110.434712,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1975,12739.23404,12739.23404,12739.23404,12739.23404,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1976,16428.544,16428.544,16428.544,16428.544,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1977,13176.448,13176.448,13176.448,13176.448,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1978,4750.144,4750.144,4750.144,4750.144,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1979,15009.28,15009.28,15009.28,15009.28,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1980,15807.04,15807.04,15807.04,15807.04,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1981,16938.304,16938.304,16938.304,16938.304,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1982,11703.04,11703.04,11703.04,11703.04,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1983,16761.472,16761.472,16761.472,16761.472,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1984,53720.67986,53720.67986,53720.67986,53720.67986,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1985,31945.74646,31945.74646,31945.74646,31945.74646,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1986,15472.15812,15472.15812,15472.15812,15472.15812,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1987,21090.09404,21090.09404,21090.09404,21090.09404,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1988,20652.928,20652.928,20652.928,20652.928,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1989,17947.46414,17947.46414,17947.46414,17947.46414,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1990,6261.494874,6261.494874,6261.494874,6261.494874,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1991,19737.56439,19737.56439,19737.56439,19737.56439,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1992,33184.31818,33184.31818,33184.31818,33184.31818,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1993,17151.424,17151.424,17151.424,17151.424,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1994,1976.704,1976.704,1976.704,1976.704,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1995,4581.290136,4581.290136,4581.290136,4581.290136,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1996,17034.93753,17034.93753,17034.93753,17034.93753,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1997,11995.86628,11995.86628,11995.86628,11995.86628,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1998,3708.12834,3708.12834,3708.12834,3708.12834,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1999,5648,5648,5648,5648,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2000,21838,21838,21838,21838,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2001,39024,39024,39024,39024,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2002,3560,3560,3560,3560,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2003,17753,17753,17753,17753,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2004,41791,41791,41791,41791,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2005,31260,31260,31260,31260,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2006,20819,20819,20819,20819,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2007,13490,13490,13490,13490,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2008,126972,126972,126972,126972,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2009,64024,64024,64024,64024,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2010,182122,182122,182122,182122,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2011,35900,35900,35900,35900,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2012,90862,90862,90862,90862,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2013,33820,33820,33820,33820,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2014,145206,145206,145206,145206,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2015,10255,10255,10255,10255,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2016,54281,54281,54281,54281,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2017,9893,9893,9893,9893,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2018,30755,30755,30755,30755,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2019,12913,12913,12913,12913,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2020,46510,46510,46510,46510,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2021,10457,10457,10457,10457,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",2022,75260.45455,75260.45455,75260.45455,75260.45455,"OsoV2","OsoyoosLake-V2",NA,"OsoV2","OsoyoosLake-V2"
"Sockeye",1961,3172.897818,3172.897818,3172.897818,3172.897818,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1962,5430.506455,5430.506455,5430.506455,5430.506455,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1963,26237.73109,26237.73109,26237.73109,26237.73109,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1964,23251.55603,23251.55603,23251.55603,23251.55603,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1965,17879.29135,17879.29135,17879.29135,17879.29135,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1966,73659.0366,73659.0366,73659.0366,73659.0366,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1967,26964.0961,26964.0961,26964.0961,26964.0961,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1968,45522.88,45522.88,45522.88,45522.88,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1969,10710.592,10710.592,10710.592,10710.592,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1970,29341.888,29341.888,29341.888,29341.888,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1971,36090.9141,36090.9141,36090.9141,36090.9141,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1972,21564,21564,21564,21564,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1973,12133,12133,12133,12133,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1974,7110.434712,7110.434712,7110.434712,7110.434712,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1975,12739.23404,12739.23404,12739.23404,12739.23404,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1976,16428.544,16428.544,16428.544,16428.544,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1977,13176.448,13176.448,13176.448,13176.448,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1978,4750.144,4750.144,4750.144,4750.144,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1979,15009.28,15009.28,15009.28,15009.28,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1980,15807.04,15807.04,15807.04,15807.04,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1981,16938.304,16938.304,16938.304,16938.304,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1982,11703.04,11703.04,11703.04,11703.04,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1983,16761.472,16761.472,16761.472,16761.472,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1984,53720.67986,53720.67986,53720.67986,53720.67986,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1985,31945.74646,31945.74646,31945.74646,31945.74646,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1986,15472.15812,15472.15812,15472.15812,15472.15812,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1987,21090.09404,21090.09404,21090.09404,21090.09404,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1988,20652.928,20652.928,20652.928,20652.928,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1989,17947.46414,17947.46414,17947.46414,17947.46414,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1990,6261.494874,6261.494874,6261.494874,6261.494874,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1991,19737.56439,19737.56439,19737.56439,19737.56439,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1992,33184.31818,33184.31818,33184.31818,33184.31818,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1993,17151.424,17151.424,17151.424,17151.424,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1994,1976.704,1976.704,1976.704,1976.704,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1995,4581.290136,4581.290136,4581.290136,4581.290136,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1996,17034.93753,17034.93753,17034.93753,17034.93753,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1997,11995.86628,11995.86628,11995.86628,11995.86628,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1998,3708.12834,3708.12834,3708.12834,3708.12834,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",1999,5648,5648,5648,5648,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2000,21838,21838,21838,21838,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2001,39024,39024,39024,39024,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2002,3560,3560,3560,3560,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2003,17753,17753,17753,17753,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2004,41791,41791,41791,41791,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2005,31260,31260,31260,31260,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2006,20819,20819,20819,20819,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2007,13490,13490,13490,13490,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2008,126972,126972,126972,126972,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2009,64024,64024,64024,64024,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2010,182122,182122,182122,182122,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2011,35900,35900,35900,35900,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2012,90862,90862,90862,90862,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2013,33820,33820,33820,33820,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2014,145206,145206,145206,145206,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2015,10255,10255,10255,10255,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2016,54281,54281,54281,54281,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2017,9893,9893,9893,9893,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2018,30755,30755,30755,30755,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2019,12913,12913,12913,12913,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2020,46510,46510,46510,46510,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2021,10457,10457,10457,10457,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
"Sockeye",2022,75260.45455,75260.45455,75260.45455,75260.45455,"OsoV3","OsoyoosLake-V3",NA,"OsoV3","OsoyoosLake-V3"
