"Species","CU_ID","Year","SpnForTrend_Total","SpnForTrend_Wild","DU_ID","CU_Name","CU_acro","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild"
"Chinook","CK-12",2014,22725.8993952954,22725.8993952954,"DU11","Upper Fraser River_SP_1.3","UFR-spring",22725.8993952954,22725.8993952954,NA,NA
"Chinook","CK-12",2015,17385.5383855923,17385.5383855923,"DU11","Upper Fraser River_SP_1.3","UFR-spring",17385.5383855923,17385.5383855923,NA,NA
"Chinook","CK-12",2016,12695.394772627,12695.394772627,"DU11","Upper Fraser River_SP_1.3","UFR-spring",12695.394772627,12695.394772627,NA,NA
"Chinook","CK-12",2017,6806.81516499843,6806.81516499843,"DU11","Upper Fraser River_SP_1.3","UFR-spring",6806.81516499843,6806.81516499843,NA,NA
"Chinook","CK-12",2018,7379.85276333643,7379.85276333643,"DU11","Upper Fraser River_SP_1.3","UFR-spring",7379.85276333643,7379.85276333643,NA,NA
"Chinook","CK-12",2019,1980.33523811877,1980.33523811877,"DU11","Upper Fraser River_SP_1.3","UFR-spring",1980.33523811877,1980.33523811877,NA,NA
"Chinook","CK-12",2020,13697.2336612005,13697.2336612005,"DU11","Upper Fraser River_SP_1.3","UFR-spring",13697.2336612005,13697.2336612005,NA,NA
"Chinook","CK-12",2021,14219.7730633824,14219.7730633824,"DU11","Upper Fraser River_SP_1.3","UFR-spring",14219.7730633824,14219.7730633824,NA,NA
"Chinook","CK-12",2022,19069.0530968206,19069.0530968206,"DU11","Upper Fraser River_SP_1.3","UFR-spring",19069.0530968206,19069.0530968206,NA,NA
"Chinook","CK-13",1975,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1976,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1977,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1978,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1979,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1980,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1981,700,700,"DU12","South Thompson_SU_0.3","STh-0.3",700,700,NA,NA
"Chinook","CK-13",1982,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1983,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1984,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1985,450,450,"DU12","South Thompson_SU_0.3","STh-0.3",450,450,NA,NA
"Chinook","CK-13",1986,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1987,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1988,1600,1600,"DU12","South Thompson_SU_0.3","STh-0.3",1600,1600,NA,NA
"Chinook","CK-13",1989,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1990,1397,1397,"DU12","South Thompson_SU_0.3","STh-0.3",1397,1397,NA,NA
"Chinook","CK-13",1991,2488,2488,"DU12","South Thompson_SU_0.3","STh-0.3",2488,2488,NA,NA
"Chinook","CK-13",1992,1245,1245,"DU12","South Thompson_SU_0.3","STh-0.3",1245,1245,NA,NA
"Chinook","CK-13",1993,885,885,"DU12","South Thompson_SU_0.3","STh-0.3",885,885,NA,NA
"Chinook","CK-13",1994,3777,3777,"DU12","South Thompson_SU_0.3","STh-0.3",3777,3777,NA,NA
"Chinook","CK-13",1995,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1996,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3",NA,NA,NA,NA
"Chinook","CK-13",1997,36943.7950131693,36943.7950131693,"DU12","South Thompson_SU_0.3","STh-0.3",36943.7950131693,36943.7950131693,NA,NA
"Chinook","CK-13",1998,53502.633987289,53502.633987289,"DU12","South Thompson_SU_0.3","STh-0.3",53502.633987289,53502.633987289,NA,NA
"Chinook","CK-13",1999,27882,27882,"DU12","South Thompson_SU_0.3","STh-0.3",27882,27882,NA,NA
"Chinook","CK-13",2000,25074,25074,"DU12","South Thompson_SU_0.3","STh-0.3",25074,25074,NA,NA
"Chinook","CK-13",2001,59419,59419,"DU12","South Thompson_SU_0.3","STh-0.3",59419,59419,NA,NA
"Chinook","CK-13",2002,77579,77579,"DU12","South Thompson_SU_0.3","STh-0.3",77579,77579,NA,NA
"Chinook","CK-13",2003,49456.5724683274,49456.5724683274,"DU12","South Thompson_SU_0.3","STh-0.3",49456.5724683274,49456.5724683274,NA,NA
"Chinook","CK-13",2004,47686,47686,"DU12","South Thompson_SU_0.3","STh-0.3",47686,47686,NA,NA
"Chinook","CK-13",2005,85633.9985244793,85633.9985244793,"DU12","South Thompson_SU_0.3","STh-0.3",85633.9985244793,85633.9985244793,NA,NA
"Chinook","CK-13",2006,138967,138967,"DU12","South Thompson_SU_0.3","STh-0.3",138967,138967,NA,NA
"Chinook","CK-13",2007,78038,78038,"DU12","South Thompson_SU_0.3","STh-0.3",78038,78038,NA,NA
"Chinook","CK-13",2008,106279,106279,"DU12","South Thompson_SU_0.3","STh-0.3",106279,106279,NA,NA
"Chinook","CK-13",2009,67265.1999807221,67265.1999807221,"DU12","South Thompson_SU_0.3","STh-0.3",67265.1999807221,67265.1999807221,NA,NA
"Chinook","CK-13",2010,110694,110694,"DU12","South Thompson_SU_0.3","STh-0.3",110694,110694,NA,NA
"Chinook","CK-13",2011,119027,119027,"DU12","South Thompson_SU_0.3","STh-0.3",119027,119027,NA,NA
"Chinook","CK-13",2012,48157,48157,"DU12","South Thompson_SU_0.3","STh-0.3",48157,48157,NA,NA
"Chinook","CK-13",2013,100229.375028752,100229.375028752,"DU12","South Thompson_SU_0.3","STh-0.3",100229.375028752,100229.375028752,NA,NA
"Chinook","CK-13",2014,42273,42273,"DU12","South Thompson_SU_0.3","STh-0.3",42273,42273,NA,NA
"Chinook","CK-13",2015,147925,147925,"DU12","South Thompson_SU_0.3","STh-0.3",147925,147925,NA,NA
"Chinook","CK-13",2016,98751.623228225,98751.623228225,"DU12","South Thompson_SU_0.3","STh-0.3",98751.623228225,98751.623228225,NA,NA
"Chinook","CK-13",2017,80396.5712128449,80396.5712128449,"DU12","South Thompson_SU_0.3","STh-0.3",80396.5712128449,80396.5712128449,NA,NA
"Chinook","CK-13",2018,37005,37005,"DU12","South Thompson_SU_0.3","STh-0.3",37005,37005,NA,NA
"Chinook","CK-13",2019,157199.570799137,157199.570799137,"DU12","South Thompson_SU_0.3","STh-0.3",157199.570799137,157199.570799137,NA,NA
"Chinook","CK-13",2020,137346.147190665,137346.147190665,"DU12","South Thompson_SU_0.3","STh-0.3",137346.147190665,137346.147190665,NA,NA
"Chinook","CK-13",2021,165219.524563082,165219.524563082,"DU12","South Thompson_SU_0.3","STh-0.3",165219.524563082,165219.524563082,NA,NA
"Chinook","CK-13",2022,129986.080357022,129986.080357022,"DU12","South Thompson_SU_0.3","STh-0.3",129986.080357022,129986.080357022,NA,NA
"Chinook","CK-14",1975,300,300,"DU13","South Thompson_SU_1.3","STh-1.3",300,300,NA,NA
"Chinook","CK-14",1976,250,250,"DU13","South Thompson_SU_1.3","STh-1.3",250,250,NA,NA
"Chinook","CK-14",1977,756,756,"DU13","South Thompson_SU_1.3","STh-1.3",756,756,NA,NA
"Chinook","CK-14",1978,400,400,"DU13","South Thompson_SU_1.3","STh-1.3",400,400,NA,NA
"Chinook","CK-14",1979,300,300,"DU13","South Thompson_SU_1.3","STh-1.3",300,300,NA,NA
"Chinook","CK-14",1980,250,250,"DU13","South Thompson_SU_1.3","STh-1.3",250,250,NA,NA
"Chinook","CK-14",1981,250,250,"DU13","South Thompson_SU_1.3","STh-1.3",250,250,NA,NA
"Chinook","CK-14",1982,400,400,"DU13","South Thompson_SU_1.3","STh-1.3",400,400,NA,NA
"Chinook","CK-14",1983,250,250,"DU13","South Thompson_SU_1.3","STh-1.3",250,250,NA,NA
"Chinook","CK-14",1984,775,775,"DU13","South Thompson_SU_1.3","STh-1.3",775,775,NA,NA
"Chinook","CK-14",1985,1250,1250,"DU13","South Thompson_SU_1.3","STh-1.3",1250,1250,NA,NA
"Chinook","CK-14",1986,1295,1295,"DU13","South Thompson_SU_1.3","STh-1.3",1295,1295,NA,NA
"Chinook","CK-14",1987,1175,1175,"DU13","South Thompson_SU_1.3","STh-1.3",1175,1175,NA,NA
"Chinook","CK-14",1988,1259,1259,"DU13","South Thompson_SU_1.3","STh-1.3",1259,1259,NA,NA
"Chinook","CK-14",1989,1104,1104,"DU13","South Thompson_SU_1.3","STh-1.3",1104,1104,NA,NA
"Chinook","CK-14",1990,1477,1477,"DU13","South Thompson_SU_1.3","STh-1.3",1477,1477,NA,NA
"Chinook","CK-14",1991,907,907,"DU13","South Thompson_SU_1.3","STh-1.3",907,907,NA,NA
"Chinook","CK-14",1992,1468,1468,"DU13","South Thompson_SU_1.3","STh-1.3",1468,1468,NA,NA
"Chinook","CK-14",1993,1192,1192,"DU13","South Thompson_SU_1.3","STh-1.3",1192,1192,NA,NA
"Chinook","CK-14",1994,1200,1200,"DU13","South Thompson_SU_1.3","STh-1.3",1200,1200,NA,NA
"Chinook","CK-14",1995,700,700,"DU13","South Thompson_SU_1.3","STh-1.3",700,700,NA,NA
"Chinook","CK-14",1996,780,780,"DU13","South Thompson_SU_1.3","STh-1.3",780,780,NA,NA
"Chinook","CK-14",1997,915,915,"DU13","South Thompson_SU_1.3","STh-1.3",915,915,NA,NA
"Chinook","CK-14",1998,284,NA,"DU13","South Thompson_SU_1.3","STh-1.3",284,NA,NA,NA
"Chinook","CK-14",1999,1008.09762782943,658.097627829426,"DU13","South Thompson_SU_1.3","STh-1.3",1008.09762782943,658.097627829426,NA,NA
"Chinook","CK-14",2000,1490.41127728375,1135.41127728375,"DU13","South Thompson_SU_1.3","STh-1.3",1490.41127728375,1135.41127728375,NA,NA
"Chinook","CK-14",2001,4238.46461667004,2876.46461667004,"DU13","South Thompson_SU_1.3","STh-1.3",4238.46461667004,2876.46461667004,NA,NA
"Chinook","CK-14",2002,2558.53935933711,1555.53935933711,"DU13","South Thompson_SU_1.3","STh-1.3",2558.53935933711,1555.53935933711,NA,NA
"Chinook","CK-14",2003,1818,1729,"DU13","South Thompson_SU_1.3","STh-1.3",1818,1729,NA,NA
"Chinook","CK-14",2004,1306.17988328618,911.179883286176,"DU13","South Thompson_SU_1.3","STh-1.3",1306.17988328618,911.179883286176,NA,NA
"Chinook","CK-14",2005,758.660740450687,451.660740450687,"DU13","South Thompson_SU_1.3","STh-1.3",758.660740450687,451.660740450687,NA,NA
"Chinook","CK-14",2006,1112.63341880558,558.633418805578,"DU13","South Thompson_SU_1.3","STh-1.3",1112.63341880558,558.633418805578,NA,NA
"Chinook","CK-14",2007,524.748970543654,351.748970543654,"DU13","South Thompson_SU_1.3","STh-1.3",524.748970543654,351.748970543654,NA,NA
"Chinook","CK-14",2008,1213,678,"DU13","South Thompson_SU_1.3","STh-1.3",1213,678,NA,NA
"Chinook","CK-14",2009,834,588,"DU13","South Thompson_SU_1.3","STh-1.3",834,588,NA,NA
"Chinook","CK-14",2010,2318,1773,"DU13","South Thompson_SU_1.3","STh-1.3",2318,1773,NA,NA
"Chinook","CK-14",2011,561,449,"DU13","South Thompson_SU_1.3","STh-1.3",561,449,NA,NA
"Chinook","CK-14",2012,726,443,"DU13","South Thompson_SU_1.3","STh-1.3",726,443,NA,NA
"Chinook","CK-14",2013,1618,916,"DU13","South Thompson_SU_1.3","STh-1.3",1618,916,NA,NA
"Chinook","CK-14",2014,1661,851,"DU13","South Thompson_SU_1.3","STh-1.3",1661,851,NA,NA
"Chinook","CK-14",2015,1047,908,"DU13","South Thompson_SU_1.3","STh-1.3",1047,908,NA,NA
"Chinook","CK-14",2016,408.158922593233,277,"DU13","South Thompson_SU_1.3","STh-1.3",408.158922593233,277,NA,NA
"Chinook","CK-14",2017,1105,935,"DU13","South Thompson_SU_1.3","STh-1.3",1105,935,NA,NA
"Chinook","CK-14",2018,880,750,"DU13","South Thompson_SU_1.3","STh-1.3",880,750,NA,NA
"Chinook","CK-14",2019,1179,807,"DU13","South Thompson_SU_1.3","STh-1.3",1179,807,NA,NA
"Chinook","CK-14",2020,1069,723,"DU13","South Thompson_SU_1.3","STh-1.3",1069,723,NA,NA
"Chinook","CK-14",2021,3075,2669,"DU13","South Thompson_SU_1.3","STh-1.3",3075,2669,NA,NA
"Chinook","CK-14",2022,1205,715,"DU13","South Thompson_SU_1.3","STh-1.3",1205,715,NA,NA
"Chinook","CK-15",1975,31570,31570,"DU12","Shuswap River_SU_0.3","STh-SHUR",31570,31570,NA,NA
"Chinook","CK-15",1976,3347,3347,"DU12","Shuswap River_SU_0.3","STh-SHUR",3347,3347,NA,NA
"Chinook","CK-15",1977,15503,15503,"DU12","Shuswap River_SU_0.3","STh-SHUR",15503,15503,NA,NA
"Chinook","CK-15",1978,17220,17220,"DU12","Shuswap River_SU_0.3","STh-SHUR",17220,17220,NA,NA
"Chinook","CK-15",1979,16453,16453,"DU12","Shuswap River_SU_0.3","STh-SHUR",16453,16453,NA,NA
"Chinook","CK-15",1980,5723,5723,"DU12","Shuswap River_SU_0.3","STh-SHUR",5723,5723,NA,NA
"Chinook","CK-15",1981,8248,8248,"DU12","Shuswap River_SU_0.3","STh-SHUR",8248,8248,NA,NA
"Chinook","CK-15",1982,2894,2894,"DU12","Shuswap River_SU_0.3","STh-SHUR",2894,2894,NA,NA
"Chinook","CK-15",1983,5862.85158078684,5396,"DU12","Shuswap River_SU_0.3","STh-SHUR",5862.85158078684,5396,NA,NA
"Chinook","CK-15",1984,8236.89359413362,7581,"DU12","Shuswap River_SU_0.3","STh-SHUR",8236.89359413362,7581,NA,NA
"Chinook","CK-15",1985,11450.814086344,10539,"DU12","Shuswap River_SU_0.3","STh-SHUR",11450.814086344,10539,NA,NA
"Chinook","CK-15",1986,19991.9327439729,18400,"DU12","Shuswap River_SU_0.3","STh-SHUR",19991.9327439729,18400,NA,NA
"Chinook","CK-15",1987,16469.4411159316,15158,"DU12","Shuswap River_SU_0.3","STh-SHUR",16469.4411159316,15158,NA,NA
"Chinook","CK-15",1988,23574.1828666294,21697,"DU12","Shuswap River_SU_0.3","STh-SHUR",23574.1828666294,21697,NA,NA
"Chinook","CK-15",1989,18223.0813033649,16772,"DU12","Shuswap River_SU_0.3","STh-SHUR",18223.0813033649,16772,NA,NA
"Chinook","CK-15",1990,21775.9954377557,20042,"DU12","Shuswap River_SU_0.3","STh-SHUR",21775.9954377557,20042,NA,NA
"Chinook","CK-15",1991,16469.4411159316,15158,"DU12","Shuswap River_SU_0.3","STh-SHUR",16469.4411159316,15158,NA,NA
"Chinook","CK-15",1992,22313.8218892919,20537,"DU12","Shuswap River_SU_0.3","STh-SHUR",22313.8218892919,20537,NA,NA
"Chinook","CK-15",1993,9626.55022345652,8860,"DU12","Shuswap River_SU_0.3","STh-SHUR",9626.55022345652,8860,NA,NA
"Chinook","CK-15",1994,27484.5614506271,25296,"DU12","Shuswap River_SU_0.3","STh-SHUR",27484.5614506271,25296,NA,NA
"Chinook","CK-15",1995,16469.4411159316,15158,"DU12","Shuswap River_SU_0.3","STh-SHUR",16469.4411159316,15158,NA,NA
"Chinook","CK-15",1996,32754.1741575982,30146,"DU12","Shuswap River_SU_0.3","STh-SHUR",32754.1741575982,30146,NA,NA
"Chinook","CK-15",1997,21955.2709216011,20207,"DU12","Shuswap River_SU_0.3","STh-SHUR",21955.2709216011,20207,NA,NA
"Chinook","CK-15",1998,28501.5423771683,26232,"DU12","Shuswap River_SU_0.3","STh-SHUR",28501.5423771683,26232,NA,NA
"Chinook","CK-15",1999,43558.5099840149,40090,"DU12","Shuswap River_SU_0.3","STh-SHUR",43558.5099840149,40090,NA,NA
"Chinook","CK-15",2000,30493.1300249782,28065,"DU12","Shuswap River_SU_0.3","STh-SHUR",30493.1300249782,28065,NA,NA
"Chinook","CK-15",2001,39340.6467822702,36208,"DU12","Shuswap River_SU_0.3","STh-SHUR",39340.6467822702,36208,NA,NA
"Chinook","CK-15",2002,59420.5874910399,54689,"DU12","Shuswap River_SU_0.3","STh-SHUR",59420.5874910399,54689,NA,NA
"Chinook","CK-15",2003,35769.2618404528,32921,"DU12","Shuswap River_SU_0.3","STh-SHUR",35769.2618404528,32921,NA,NA
"Chinook","CK-15",2004,18780.4650804115,17285,"DU12","Shuswap River_SU_0.3","STh-SHUR",18780.4650804115,17285,NA,NA
"Chinook","CK-15",2005,19815.9168143792,18238,"DU12","Shuswap River_SU_0.3","STh-SHUR",19815.9168143792,18238,NA,NA
"Chinook","CK-15",2006,64679,59444,"DU12","Shuswap River_SU_0.3","STh-SHUR",64679,59444,NA,NA
"Chinook","CK-15",2007,17505,16275,"DU12","Shuswap River_SU_0.3","STh-SHUR",17505,16275,NA,NA
"Chinook","CK-15",2008,17055,15278,"DU12","Shuswap River_SU_0.3","STh-SHUR",17055,15278,NA,NA
"Chinook","CK-15",2009,27236,25437,"DU12","Shuswap River_SU_0.3","STh-SHUR",27236,25437,NA,NA
"Chinook","CK-15",2010,76736,71618,"DU12","Shuswap River_SU_0.3","STh-SHUR",76736,71618,NA,NA
"Chinook","CK-15",2011,20322,19208,"DU12","Shuswap River_SU_0.3","STh-SHUR",20322,19208,NA,NA
"Chinook","CK-15",2012,4553,4195,"DU12","Shuswap River_SU_0.3","STh-SHUR",4553,4195,NA,NA
"Chinook","CK-15",2013,31454,29061,"DU12","Shuswap River_SU_0.3","STh-SHUR",31454,29061,NA,NA
"Chinook","CK-15",2014,46514,44240,"DU12","Shuswap River_SU_0.3","STh-SHUR",46514,44240,NA,NA
"Chinook","CK-15",2015,42852.2732294724,39440,"DU12","Shuswap River_SU_0.3","STh-SHUR",42852.2732294724,39440,NA,NA
"Chinook","CK-15",2016,6995.00342422269,6438,"DU12","Shuswap River_SU_0.3","STh-SHUR",6995.00342422269,6438,NA,NA
"Chinook","CK-15",2017,14217,13430,"DU12","Shuswap River_SU_0.3","STh-SHUR",14217,13430,NA,NA
"Chinook","CK-15",2018,19220,17120,"DU12","Shuswap River_SU_0.3","STh-SHUR",19220,17120,NA,NA
"Chinook","CK-15",2019,31705,29649,"DU12","Shuswap River_SU_0.3","STh-SHUR",31705,29649,NA,NA
"Chinook","CK-15",2020,27582,25528,"DU12","Shuswap River_SU_0.3","STh-SHUR",27582,25528,NA,NA
"Chinook","CK-15",2021,31427,29507,"DU12","Shuswap River_SU_0.3","STh-SHUR",31427,29507,NA,NA
"Chinook","CK-15",2022,35639,33914,"DU12","Shuswap River_SU_0.3","STh-SHUR",35639,33914,NA,NA
"Chinook","CK-16",1975,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1976,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1977,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1978,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1979,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1980,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1981,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1982,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1983,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1984,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1985,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1986,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1987,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1988,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1989,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1990,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1991,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1992,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1993,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1994,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",NA,NA,NA,NA
"Chinook","CK-16",1995,330,330,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",330,330,NA,NA
"Chinook","CK-16",1996,535,535,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",535,535,NA,NA
"Chinook","CK-16",1997,5,5,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",5,5,NA,NA
"Chinook","CK-16",1998,167,167,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",167,167,NA,NA
"Chinook","CK-16",1999,388.6922833048,388.6922833048,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",388.6922833048,388.6922833048,NA,NA
"Chinook","CK-16",2000,391,391,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",391,391,NA,NA
"Chinook","CK-16",2001,386,386,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",386,386,NA,NA
"Chinook","CK-16",2002,239,239,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",239,239,NA,NA
"Chinook","CK-16",2003,202,202,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",202,202,NA,NA
"Chinook","CK-16",2004,157,157,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",157,157,NA,NA
"Chinook","CK-16",2005,161,161,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",161,161,NA,NA
"Chinook","CK-16",2006,254,254,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",254,254,NA,NA
"Chinook","CK-16",2007,5,5,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",5,5,NA,NA
"Chinook","CK-16",2008,77,77,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",77,77,NA,NA
"Chinook","CK-16",2009,28,28,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",28,28,NA,NA
"Chinook","CK-16",2010,184,184,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",184,184,NA,NA
"Chinook","CK-16",2011,8,8,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",8,8,NA,NA
"Chinook","CK-16",2012,19,19,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",19,19,NA,NA
"Chinook","CK-16",2013,187,187,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",187,187,NA,NA
"Chinook","CK-16",2014,85,85,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",85,85,NA,NA
"Chinook","CK-16",2015,144,144,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",144,144,NA,NA
"Chinook","CK-16",2016,7.92910191599575,7.92910191599575,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",7.92910191599575,7.92910191599575,NA,NA
"Chinook","CK-16",2017,14,14,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",14,14,NA,NA
"Chinook","CK-16",2018,3.92859057082191,3.92859057082191,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",3.92859057082191,3.92859057082191,NA,NA
"Chinook","CK-16",2019,0,1,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",0,1,NA,NA
"Chinook","CK-16",2021,0,1,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",0,1,NA,NA
"Chinook","CK-16",2022,23,23,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS",23,23,NA,NA
"Chinook","CK-17",1975,5606,NA,"DU15","Lower Thompson_SP_1.2","LTh",5606,NA,NA,NA
"Chinook","CK-17",1976,4445,NA,"DU15","Lower Thompson_SP_1.2","LTh",4445,NA,NA,NA
"Chinook","CK-17",1977,3498,NA,"DU15","Lower Thompson_SP_1.2","LTh",3498,NA,NA,NA
"Chinook","CK-17",1978,3974,NA,"DU15","Lower Thompson_SP_1.2","LTh",3974,NA,NA,NA
"Chinook","CK-17",1979,3017,NA,"DU15","Lower Thompson_SP_1.2","LTh",3017,NA,NA,NA
"Chinook","CK-17",1980,6180,NA,"DU15","Lower Thompson_SP_1.2","LTh",6180,NA,NA,NA
"Chinook","CK-17",1981,3258,NA,"DU15","Lower Thompson_SP_1.2","LTh",3258,NA,NA,NA
"Chinook","CK-17",1982,4737,NA,"DU15","Lower Thompson_SP_1.2","LTh",4737,NA,NA,NA
"Chinook","CK-17",1983,2439,32,"DU15","Lower Thompson_SP_1.2","LTh",2439,32,NA,NA
"Chinook","CK-17",1984,5497,818,"DU15","Lower Thompson_SP_1.2","LTh",5497,818,NA,NA
"Chinook","CK-17",1985,8589,NA,"DU15","Lower Thompson_SP_1.2","LTh",8589,NA,NA,NA
"Chinook","CK-17",1986,13303,1379,"DU15","Lower Thompson_SP_1.2","LTh",13303,1379,NA,NA
"Chinook","CK-17",1987,6593,520,"DU15","Lower Thompson_SP_1.2","LTh",6593,520,NA,NA
"Chinook","CK-17",1988,6352,863,"DU15","Lower Thompson_SP_1.2","LTh",6352,863,NA,NA
"Chinook","CK-17",1989,8539,1062,"DU15","Lower Thompson_SP_1.2","LTh",8539,1062,NA,NA
"Chinook","CK-17",1990,5004,584,"DU15","Lower Thompson_SP_1.2","LTh",5004,584,NA,NA
"Chinook","CK-17",1991,7168,2292,"DU15","Lower Thompson_SP_1.2","LTh",7168,2292,NA,NA
"Chinook","CK-17",1992,9704,1936,"DU15","Lower Thompson_SP_1.2","LTh",9704,1936,NA,NA
"Chinook","CK-17",1993,9375,NA,"DU15","Lower Thompson_SP_1.2","LTh",9375,NA,NA,NA
"Chinook","CK-17",1994,16387,4503,"DU15","Lower Thompson_SP_1.2","LTh",16387,4503,NA,NA
"Chinook","CK-17",1995,18397,5117,"DU15","Lower Thompson_SP_1.2","LTh",18397,5117,NA,NA
"Chinook","CK-17",1996,27758,5019,"DU15","Lower Thompson_SP_1.2","LTh",27758,5019,NA,NA
"Chinook","CK-17",1997,22293,10564,"DU15","Lower Thompson_SP_1.2","LTh",22293,10564,NA,NA
"Chinook","CK-17",1998,5401,2241,"DU15","Lower Thompson_SP_1.2","LTh",5401,2241,NA,NA
