"","Year","CU_ID","Species","Stock","Metric","Compare","LBM","UBM","Value","Status","Confidence"
"7852",2013,"SEL-17-08","Sockeye","Skidegate","RelLBM",NA,NA,NA,NA,NA,NA
"7853",2014,"SEL-17-08","Sockeye","Skidegate","RelLBM",NA,NA,NA,NA,NA,NA
"7854",2015,"SEL-17-08","Sockeye","Skidegate","RelLBM",NA,NA,NA,NA,NA,NA
"7855",2016,"SEL-17-08","Sockeye","Skidegate","RelLBM",NA,NA,NA,NA,NA,NA
"7856",2017,"SEL-17-08","Sockeye","Skidegate","RelLBM",NA,NA,NA,NA,NA,NA
"7857",2018,"SEL-17-08","Sockeye","Skidegate","RelLBM",NA,NA,NA,NA,NA,NA
"7858",2010,"SEL-17-08","Sockeye","Skidegate","AbsLBM",NA,NA,NA,NA,NA,NA
"7859",2011,"SEL-17-08","Sockeye","Skidegate","AbsLBM",NA,NA,NA,NA,NA,NA
"7860",2012,"SEL-17-08","Sockeye","Skidegate","AbsLBM",NA,NA,NA,NA,NA,NA
"7861",2013,"SEL-17-08","Sockeye","Skidegate","AbsLBM",NA,NA,NA,NA,NA,NA
"7862",2014,"SEL-17-08","Sockeye","Skidegate","AbsLBM",NA,NA,NA,NA,NA,NA
"7863",2015,"SEL-17-08","Sockeye","Skidegate","AbsLBM",NA,NA,NA,NA,NA,NA
"7864",2016,"SEL-17-08","Sockeye","Skidegate","AbsLBM",NA,NA,NA,NA,NA,NA
"7865",2017,"SEL-17-08","Sockeye","Skidegate","AbsLBM",NA,NA,NA,NA,NA,NA
"7866",2018,"SEL-17-08","Sockeye","Skidegate","AbsLBM",NA,NA,NA,NA,NA,NA
"7867",2010,"SEL-17-08","Sockeye","Skidegate","LongTrend",NA,NA,NA,NA,NA,NA
"7868",2011,"SEL-17-08","Sockeye","Skidegate","LongTrend",NA,NA,NA,NA,NA,NA
"7869",2012,"SEL-17-08","Sockeye","Skidegate","LongTrend",NA,NA,NA,NA,NA,NA
"7870",2013,"SEL-17-08","Sockeye","Skidegate","LongTrend",NA,NA,NA,NA,NA,NA
"7871",2014,"SEL-17-08","Sockeye","Skidegate","LongTrend",NA,NA,NA,NA,NA,NA
"7872",2015,"SEL-17-08","Sockeye","Skidegate","LongTrend",NA,NA,NA,NA,NA,NA
"7873",2016,"SEL-17-08","Sockeye","Skidegate","LongTrend",NA,NA,NA,NA,NA,NA
"7874",2017,"SEL-17-08","Sockeye","Skidegate","LongTrend",NA,NA,NA,NA,NA,NA
"7875",2018,"SEL-17-08","Sockeye","Skidegate","LongTrend",NA,NA,NA,NA,NA,NA
"7876",2010,"SEL-17-08","Sockeye","Skidegate","PercChange",NA,NA,NA,NA,NA,NA
"7877",2011,"SEL-17-08","Sockeye","Skidegate","PercChange",NA,NA,NA,NA,NA,NA
"7878",2012,"SEL-17-08","Sockeye","Skidegate","PercChange",NA,NA,NA,NA,NA,NA
"7879",2013,"SEL-17-08","Sockeye","Skidegate","PercChange",NA,NA,NA,NA,NA,NA
"7880",2014,"SEL-17-08","Sockeye","Skidegate","PercChange",NA,NA,NA,NA,NA,NA
"7881",2015,"SEL-17-08","Sockeye","Skidegate","PercChange",NA,NA,NA,NA,NA,NA
"7882",2016,"SEL-17-08","Sockeye","Skidegate","PercChange",NA,NA,NA,NA,NA,NA
"7883",2017,"SEL-17-08","Sockeye","Skidegate","PercChange",NA,NA,NA,NA,NA,NA
"7884",2018,"SEL-17-08","Sockeye","Skidegate","PercChange",NA,NA,NA,NA,NA,NA
"7885",2010,"SEL-17-09","Sockeye","Yakoun","RelUBM",NA,NA,NA,NA,NA,NA
"7886",2011,"SEL-17-09","Sockeye","Yakoun","RelUBM",NA,NA,NA,NA,NA,NA
"7887",2012,"SEL-17-09","Sockeye","Yakoun","RelUBM",NA,NA,NA,NA,NA,NA
"7888",2013,"SEL-17-09","Sockeye","Yakoun","RelUBM",NA,NA,NA,NA,NA,NA
"7889",2014,"SEL-17-09","Sockeye","Yakoun","RelUBM",NA,NA,NA,NA,NA,NA
"7890",2015,"SEL-17-09","Sockeye","Yakoun","RelUBM",NA,NA,NA,NA,NA,NA
"7891",2016,"SEL-17-09","Sockeye","Yakoun","RelUBM",NA,NA,NA,NA,NA,NA
"7892",2017,"SEL-17-09","Sockeye","Yakoun","RelUBM",NA,NA,NA,NA,NA,NA
"7893",2018,"SEL-17-09","Sockeye","Yakoun","RelUBM",NA,NA,NA,NA,NA,NA
"7894",2010,"SEL-17-09","Sockeye","Yakoun","AbsUBM",NA,NA,NA,NA,NA,NA
"7895",2011,"SEL-17-09","Sockeye","Yakoun","AbsUBM",NA,NA,NA,NA,NA,NA
"7896",2012,"SEL-17-09","Sockeye","Yakoun","AbsUBM",NA,NA,NA,NA,NA,NA
"7897",2013,"SEL-17-09","Sockeye","Yakoun","AbsUBM",NA,NA,NA,NA,NA,NA
"7898",2014,"SEL-17-09","Sockeye","Yakoun","AbsUBM",NA,NA,NA,NA,NA,NA
"7899",2015,"SEL-17-09","Sockeye","Yakoun","AbsUBM",NA,NA,NA,NA,NA,NA
"7900",2016,"SEL-17-09","Sockeye","Yakoun","AbsUBM",NA,NA,NA,NA,NA,NA
"7901",2017,"SEL-17-09","Sockeye","Yakoun","AbsUBM",NA,NA,NA,NA,NA,NA
"7902",2018,"SEL-17-09","Sockeye","Yakoun","AbsUBM",NA,NA,NA,NA,NA,NA
"7903",2010,"SEL-17-09","Sockeye","Yakoun","RelLBM",NA,NA,NA,NA,NA,NA
"7904",2011,"SEL-17-09","Sockeye","Yakoun","RelLBM",NA,NA,NA,NA,NA,NA
"7905",2012,"SEL-17-09","Sockeye","Yakoun","RelLBM",NA,NA,NA,NA,NA,NA
"7906",2013,"SEL-17-09","Sockeye","Yakoun","RelLBM",NA,NA,NA,NA,NA,NA
"7907",2014,"SEL-17-09","Sockeye","Yakoun","RelLBM",NA,NA,NA,NA,NA,NA
"7908",2015,"SEL-17-09","Sockeye","Yakoun","RelLBM",NA,NA,NA,NA,NA,NA
"7909",2016,"SEL-17-09","Sockeye","Yakoun","RelLBM",NA,NA,NA,NA,NA,NA
"7910",2017,"SEL-17-09","Sockeye","Yakoun","RelLBM",NA,NA,NA,NA,NA,NA
"7911",2018,"SEL-17-09","Sockeye","Yakoun","RelLBM",NA,NA,NA,NA,NA,NA
"7912",2010,"SEL-17-09","Sockeye","Yakoun","AbsLBM",NA,NA,NA,NA,NA,NA
"7913",2011,"SEL-17-09","Sockeye","Yakoun","AbsLBM",NA,NA,NA,NA,NA,NA
"7914",2012,"SEL-17-09","Sockeye","Yakoun","AbsLBM",NA,NA,NA,NA,NA,NA
"7915",2013,"SEL-17-09","Sockeye","Yakoun","AbsLBM",NA,NA,NA,NA,NA,NA
"7916",2014,"SEL-17-09","Sockeye","Yakoun","AbsLBM",NA,NA,NA,NA,NA,NA
"7917",2015,"SEL-17-09","Sockeye","Yakoun","AbsLBM",NA,NA,NA,NA,NA,NA
"7918",2016,"SEL-17-09","Sockeye","Yakoun","AbsLBM",NA,NA,NA,NA,NA,NA
"7919",2017,"SEL-17-09","Sockeye","Yakoun","AbsLBM",NA,NA,NA,NA,NA,NA
"7920",2018,"SEL-17-09","Sockeye","Yakoun","AbsLBM",NA,NA,NA,NA,NA,NA
"7921",2010,"SEL-17-09","Sockeye","Yakoun","LongTrend",NA,NA,NA,NA,NA,NA
"7922",2011,"SEL-17-09","Sockeye","Yakoun","LongTrend",NA,NA,NA,NA,NA,NA
"7923",2012,"SEL-17-09","Sockeye","Yakoun","LongTrend",NA,NA,NA,NA,NA,NA
"7924",2013,"SEL-17-09","Sockeye","Yakoun","LongTrend",NA,NA,NA,NA,NA,NA
"7925",2014,"SEL-17-09","Sockeye","Yakoun","LongTrend",NA,NA,NA,NA,NA,NA
"7926",2015,"SEL-17-09","Sockeye","Yakoun","LongTrend",NA,NA,NA,NA,NA,NA
"7927",2016,"SEL-17-09","Sockeye","Yakoun","LongTrend",NA,NA,NA,NA,NA,NA
"7928",2017,"SEL-17-09","Sockeye","Yakoun","LongTrend",NA,NA,NA,NA,NA,NA
"7929",2018,"SEL-17-09","Sockeye","Yakoun","LongTrend",NA,NA,NA,NA,NA,NA
"7930",2010,"SEL-17-09","Sockeye","Yakoun","PercChange",NA,NA,NA,NA,NA,NA
"7931",2011,"SEL-17-09","Sockeye","Yakoun","PercChange",NA,NA,NA,NA,NA,NA
"7932",2012,"SEL-17-09","Sockeye","Yakoun","PercChange",NA,NA,NA,NA,NA,NA
"7933",2013,"SEL-17-09","Sockeye","Yakoun","PercChange",NA,NA,NA,NA,NA,NA
"7934",2014,"SEL-17-09","Sockeye","Yakoun","PercChange",NA,NA,NA,NA,NA,NA
"7935",2015,"SEL-17-09","Sockeye","Yakoun","PercChange",NA,NA,NA,NA,NA,NA
"7936",2016,"SEL-17-09","Sockeye","Yakoun","PercChange",NA,NA,NA,NA,NA,NA
"7937",2017,"SEL-17-09","Sockeye","Yakoun","PercChange",NA,NA,NA,NA,NA,NA
"7938",2018,"SEL-17-09","Sockeye","Yakoun","PercChange",NA,NA,NA,NA,NA,NA
"7939",2010,"SEL-17-10","Sockeye","Marie","RelUBM",NA,NA,NA,NA,NA,NA
"7940",2011,"SEL-17-10","Sockeye","Marie","RelUBM",NA,NA,NA,NA,NA,NA
"7941",2012,"SEL-17-10","Sockeye","Marie","RelUBM",NA,NA,NA,NA,NA,NA
"7942",2013,"SEL-17-10","Sockeye","Marie","RelUBM",NA,NA,NA,NA,NA,NA
"7943",2014,"SEL-17-10","Sockeye","Marie","RelUBM",NA,NA,NA,NA,NA,NA
"7944",2015,"SEL-17-10","Sockeye","Marie","RelUBM",NA,NA,NA,NA,NA,NA
"7945",2016,"SEL-17-10","Sockeye","Marie","RelUBM",NA,NA,NA,NA,NA,NA
"7946",2017,"SEL-17-10","Sockeye","Marie","RelUBM",NA,NA,NA,NA,NA,NA
"7947",2018,"SEL-17-10","Sockeye","Marie","RelUBM",NA,NA,NA,NA,NA,NA
"7948",2010,"SEL-17-10","Sockeye","Marie","AbsUBM",NA,NA,NA,NA,NA,NA
"7949",2011,"SEL-17-10","Sockeye","Marie","AbsUBM",NA,NA,NA,NA,NA,NA
"7950",2012,"SEL-17-10","Sockeye","Marie","AbsUBM",NA,NA,NA,NA,NA,NA
"7951",2013,"SEL-17-10","Sockeye","Marie","AbsUBM",NA,NA,NA,NA,NA,NA
"7952",2014,"SEL-17-10","Sockeye","Marie","AbsUBM",NA,NA,NA,NA,NA,NA
"7953",2015,"SEL-17-10","Sockeye","Marie","AbsUBM",NA,NA,NA,NA,NA,NA
"7954",2016,"SEL-17-10","Sockeye","Marie","AbsUBM",NA,NA,NA,NA,NA,NA
"7955",2017,"SEL-17-10","Sockeye","Marie","AbsUBM",NA,NA,NA,NA,NA,NA
"7956",2018,"SEL-17-10","Sockeye","Marie","AbsUBM",NA,NA,NA,NA,NA,NA
"7957",2010,"SEL-17-10","Sockeye","Marie","RelLBM",NA,NA,NA,NA,NA,NA
"7958",2011,"SEL-17-10","Sockeye","Marie","RelLBM",NA,NA,NA,NA,NA,NA
"7959",2012,"SEL-17-10","Sockeye","Marie","RelLBM",NA,NA,NA,NA,NA,NA
"7960",2013,"SEL-17-10","Sockeye","Marie","RelLBM",NA,NA,NA,NA,NA,NA
"7961",2014,"SEL-17-10","Sockeye","Marie","RelLBM",NA,NA,NA,NA,NA,NA
"7962",2015,"SEL-17-10","Sockeye","Marie","RelLBM",NA,NA,NA,NA,NA,NA
"7963",2016,"SEL-17-10","Sockeye","Marie","RelLBM",NA,NA,NA,NA,NA,NA
"7964",2017,"SEL-17-10","Sockeye","Marie","RelLBM",NA,NA,NA,NA,NA,NA
"7965",2018,"SEL-17-10","Sockeye","Marie","RelLBM",NA,NA,NA,NA,NA,NA
"7966",2010,"SEL-17-10","Sockeye","Marie","AbsLBM",NA,NA,NA,NA,NA,NA
"7967",2011,"SEL-17-10","Sockeye","Marie","AbsLBM",NA,NA,NA,NA,NA,NA
"7968",2012,"SEL-17-10","Sockeye","Marie","AbsLBM",NA,NA,NA,NA,NA,NA
"7969",2013,"SEL-17-10","Sockeye","Marie","AbsLBM",NA,NA,NA,NA,NA,NA
"7970",2014,"SEL-17-10","Sockeye","Marie","AbsLBM",NA,NA,NA,NA,NA,NA
"7971",2015,"SEL-17-10","Sockeye","Marie","AbsLBM",NA,NA,NA,NA,NA,NA
"7972",2016,"SEL-17-10","Sockeye","Marie","AbsLBM",NA,NA,NA,NA,NA,NA
"7973",2017,"SEL-17-10","Sockeye","Marie","AbsLBM",NA,NA,NA,NA,NA,NA
"7974",2018,"SEL-17-10","Sockeye","Marie","AbsLBM",NA,NA,NA,NA,NA,NA
"7975",2010,"SEL-17-10","Sockeye","Marie","LongTrend",NA,NA,NA,NA,NA,NA
"7976",2011,"SEL-17-10","Sockeye","Marie","LongTrend",NA,NA,NA,NA,NA,NA
"7977",2012,"SEL-17-10","Sockeye","Marie","LongTrend",NA,NA,NA,NA,NA,NA
"7978",2013,"SEL-17-10","Sockeye","Marie","LongTrend",NA,NA,NA,NA,NA,NA
"7979",2014,"SEL-17-10","Sockeye","Marie","LongTrend",NA,NA,NA,NA,NA,NA
"7980",2015,"SEL-17-10","Sockeye","Marie","LongTrend",NA,NA,NA,NA,NA,NA
"7981",2016,"SEL-17-10","Sockeye","Marie","LongTrend",NA,NA,NA,NA,NA,NA
"7982",2017,"SEL-17-10","Sockeye","Marie","LongTrend",NA,NA,NA,NA,NA,NA
"7983",2018,"SEL-17-10","Sockeye","Marie","LongTrend",NA,NA,NA,NA,NA,NA
"7984",2010,"SEL-17-10","Sockeye","Marie","PercChange",NA,NA,NA,NA,NA,NA
"7985",2011,"SEL-17-10","Sockeye","Marie","PercChange",NA,NA,NA,NA,NA,NA
"7986",2012,"SEL-17-10","Sockeye","Marie","PercChange",NA,NA,NA,NA,NA,NA
"7987",2013,"SEL-17-10","Sockeye","Marie","PercChange",NA,NA,NA,NA,NA,NA
"7988",2014,"SEL-17-10","Sockeye","Marie","PercChange",NA,NA,NA,NA,NA,NA
"7989",2015,"SEL-17-10","Sockeye","Marie","PercChange",NA,NA,NA,NA,NA,NA
"7990",2016,"SEL-17-10","Sockeye","Marie","PercChange",NA,NA,NA,NA,NA,NA
"7991",2017,"SEL-17-10","Sockeye","Marie","PercChange",NA,NA,NA,NA,NA,NA
"7992",2018,"SEL-17-10","Sockeye","Marie","PercChange",NA,NA,NA,NA,NA,NA
"7993",2010,"SEL-18-02","Sockeye","Canoona","RelUBM",NA,NA,NA,NA,NA,NA
"7994",2011,"SEL-18-02","Sockeye","Canoona","RelUBM",NA,NA,NA,NA,NA,NA
"7995",2012,"SEL-18-02","Sockeye","Canoona","RelUBM",NA,NA,NA,NA,NA,NA
"7996",2013,"SEL-18-02","Sockeye","Canoona","RelUBM",NA,NA,NA,NA,NA,NA
"7997",2014,"SEL-18-02","Sockeye","Canoona","RelUBM",NA,NA,NA,NA,NA,NA
"7998",2015,"SEL-18-02","Sockeye","Canoona","RelUBM",NA,NA,NA,NA,NA,NA
"7999",2016,"SEL-18-02","Sockeye","Canoona","RelUBM",NA,NA,NA,NA,NA,NA
"8000",2017,"SEL-18-02","Sockeye","Canoona","RelUBM",NA,NA,NA,NA,NA,NA
"8001",2018,"SEL-18-02","Sockeye","Canoona","RelUBM",NA,NA,NA,NA,NA,NA
"8002",2010,"SEL-18-02","Sockeye","Canoona","AbsUBM",NA,NA,NA,NA,NA,NA
"8003",2011,"SEL-18-02","Sockeye","Canoona","AbsUBM",NA,NA,NA,NA,NA,NA
"8004",2012,"SEL-18-02","Sockeye","Canoona","AbsUBM",NA,NA,NA,NA,NA,NA
"8005",2013,"SEL-18-02","Sockeye","Canoona","AbsUBM",NA,NA,NA,NA,NA,NA
"8006",2014,"SEL-18-02","Sockeye","Canoona","AbsUBM",NA,NA,NA,NA,NA,NA
"8007",2015,"SEL-18-02","Sockeye","Canoona","AbsUBM",NA,NA,NA,NA,NA,NA
"8008",2016,"SEL-18-02","Sockeye","Canoona","AbsUBM",NA,NA,NA,NA,NA,NA
"8009",2017,"SEL-18-02","Sockeye","Canoona","AbsUBM",NA,NA,NA,NA,NA,NA
"8010",2018,"SEL-18-02","Sockeye","Canoona","AbsUBM",NA,NA,NA,NA,NA,NA
"8011",2010,"SEL-18-02","Sockeye","Canoona","RelLBM",NA,NA,NA,NA,NA,NA
"8012",2011,"SEL-18-02","Sockeye","Canoona","RelLBM",NA,NA,NA,NA,NA,NA
"8013",2012,"SEL-18-02","Sockeye","Canoona","RelLBM",NA,NA,NA,NA,NA,NA
"8014",2013,"SEL-18-02","Sockeye","Canoona","RelLBM",NA,NA,NA,NA,NA,NA
"8015",2014,"SEL-18-02","Sockeye","Canoona","RelLBM",NA,NA,NA,NA,NA,NA
"8016",2015,"SEL-18-02","Sockeye","Canoona","RelLBM",NA,NA,NA,NA,NA,NA
"8017",2016,"SEL-18-02","Sockeye","Canoona","RelLBM",NA,NA,NA,NA,NA,NA
"8018",2017,"SEL-18-02","Sockeye","Canoona","RelLBM",NA,NA,NA,NA,NA,NA
"8019",2018,"SEL-18-02","Sockeye","Canoona","RelLBM",NA,NA,NA,NA,NA,NA
"8020",2010,"SEL-18-02","Sockeye","Canoona","AbsLBM",NA,NA,NA,NA,NA,NA
"8021",2011,"SEL-18-02","Sockeye","Canoona","AbsLBM",NA,NA,NA,NA,NA,NA
"8022",2012,"SEL-18-02","Sockeye","Canoona","AbsLBM",NA,NA,NA,NA,NA,NA
"8023",2013,"SEL-18-02","Sockeye","Canoona","AbsLBM",NA,NA,NA,NA,NA,NA
"8024",2014,"SEL-18-02","Sockeye","Canoona","AbsLBM",NA,NA,NA,NA,NA,NA
"8025",2015,"SEL-18-02","Sockeye","Canoona","AbsLBM",NA,NA,NA,NA,NA,NA
"8026",2016,"SEL-18-02","Sockeye","Canoona","AbsLBM",NA,NA,NA,NA,NA,NA
"8027",2017,"SEL-18-02","Sockeye","Canoona","AbsLBM",NA,NA,NA,NA,NA,NA
"8028",2018,"SEL-18-02","Sockeye","Canoona","AbsLBM",NA,NA,NA,NA,NA,NA
"8029",2010,"SEL-18-02","Sockeye","Canoona","LongTrend",NA,NA,NA,NA,NA,NA
"8030",2011,"SEL-18-02","Sockeye","Canoona","LongTrend",NA,NA,NA,NA,NA,NA
"8031",2012,"SEL-18-02","Sockeye","Canoona","LongTrend",NA,NA,NA,NA,NA,NA
"8032",2013,"SEL-18-02","Sockeye","Canoona","LongTrend",NA,NA,NA,NA,NA,NA
"8033",2014,"SEL-18-02","Sockeye","Canoona","LongTrend",NA,NA,NA,NA,NA,NA
"8034",2015,"SEL-18-02","Sockeye","Canoona","LongTrend",NA,NA,NA,NA,NA,NA
"8035",2016,"SEL-18-02","Sockeye","Canoona","LongTrend",NA,NA,NA,NA,NA,NA
"8036",2017,"SEL-18-02","Sockeye","Canoona","LongTrend",NA,NA,NA,NA,NA,NA
"8037",2018,"SEL-18-02","Sockeye","Canoona","LongTrend",NA,NA,NA,NA,NA,NA
"8038",2010,"SEL-18-02","Sockeye","Canoona","PercChange",NA,NA,NA,NA,NA,NA
"8039",2011,"SEL-18-02","Sockeye","Canoona","PercChange",NA,NA,NA,NA,NA,NA
"8040",2012,"SEL-18-02","Sockeye","Canoona","PercChange",NA,NA,NA,NA,NA,NA
"8041",2013,"SEL-18-02","Sockeye","Canoona","PercChange",NA,NA,NA,NA,NA,NA
"8042",2014,"SEL-18-02","Sockeye","Canoona","PercChange",NA,NA,NA,NA,NA,NA
"8043",2015,"SEL-18-02","Sockeye","Canoona","PercChange",NA,NA,NA,NA,NA,NA
"8044",2016,"SEL-18-02","Sockeye","Canoona","PercChange",NA,NA,NA,NA,NA,NA
"8045",2017,"SEL-18-02","Sockeye","Canoona","PercChange",NA,NA,NA,NA,NA,NA
"8046",2018,"SEL-18-02","Sockeye","Canoona","PercChange",NA,NA,NA,NA,NA,NA
"8047",2010,"SEL-18-04","Sockeye","Evelyn","RelUBM",NA,NA,NA,NA,NA,NA
"8048",2011,"SEL-18-04","Sockeye","Evelyn","RelUBM",NA,NA,NA,NA,NA,NA
"8049",2012,"SEL-18-04","Sockeye","Evelyn","RelUBM",NA,NA,NA,NA,NA,NA
"8050",2013,"SEL-18-04","Sockeye","Evelyn","RelUBM",NA,NA,NA,NA,NA,NA
"8051",2014,"SEL-18-04","Sockeye","Evelyn","RelUBM",NA,NA,NA,NA,NA,NA
"8052",2015,"SEL-18-04","Sockeye","Evelyn","RelUBM",NA,NA,NA,NA,NA,NA
"8053",2016,"SEL-18-04","Sockeye","Evelyn","RelUBM",NA,NA,NA,NA,NA,NA
"8054",2017,"SEL-18-04","Sockeye","Evelyn","RelUBM",NA,NA,NA,NA,NA,NA
"8055",2018,"SEL-18-04","Sockeye","Evelyn","RelUBM",NA,NA,NA,NA,NA,NA
"8056",2010,"SEL-18-04","Sockeye","Evelyn","AbsUBM",NA,NA,NA,NA,NA,NA
"8057",2011,"SEL-18-04","Sockeye","Evelyn","AbsUBM",NA,NA,NA,NA,NA,NA
"8058",2012,"SEL-18-04","Sockeye","Evelyn","AbsUBM",NA,NA,NA,NA,NA,NA
"8059",2013,"SEL-18-04","Sockeye","Evelyn","AbsUBM",NA,NA,NA,NA,NA,NA
"8060",2014,"SEL-18-04","Sockeye","Evelyn","AbsUBM",NA,NA,NA,NA,NA,NA
"8061",2015,"SEL-18-04","Sockeye","Evelyn","AbsUBM",NA,NA,NA,NA,NA,NA
"8062",2016,"SEL-18-04","Sockeye","Evelyn","AbsUBM",NA,NA,NA,NA,NA,NA
"8063",2017,"SEL-18-04","Sockeye","Evelyn","AbsUBM",NA,NA,NA,NA,NA,NA
"8064",2018,"SEL-18-04","Sockeye","Evelyn","AbsUBM",NA,NA,NA,NA,NA,NA
"8065",2010,"SEL-18-04","Sockeye","Evelyn","RelLBM",NA,NA,NA,NA,NA,NA
"8066",2011,"SEL-18-04","Sockeye","Evelyn","RelLBM",NA,NA,NA,NA,NA,NA
"8067",2012,"SEL-18-04","Sockeye","Evelyn","RelLBM",NA,NA,NA,NA,NA,NA
"8068",2013,"SEL-18-04","Sockeye","Evelyn","RelLBM",NA,NA,NA,NA,NA,NA
"8069",2014,"SEL-18-04","Sockeye","Evelyn","RelLBM",NA,NA,NA,NA,NA,NA
"8070",2015,"SEL-18-04","Sockeye","Evelyn","RelLBM",NA,NA,NA,NA,NA,NA
"8071",2016,"SEL-18-04","Sockeye","Evelyn","RelLBM",NA,NA,NA,NA,NA,NA
"8072",2017,"SEL-18-04","Sockeye","Evelyn","RelLBM",NA,NA,NA,NA,NA,NA
"8073",2018,"SEL-18-04","Sockeye","Evelyn","RelLBM",NA,NA,NA,NA,NA,NA
"8074",2010,"SEL-18-04","Sockeye","Evelyn","AbsLBM",NA,NA,NA,NA,NA,NA
"8075",2011,"SEL-18-04","Sockeye","Evelyn","AbsLBM",NA,NA,NA,NA,NA,NA
"8076",2012,"SEL-18-04","Sockeye","Evelyn","AbsLBM",NA,NA,NA,NA,NA,NA
"8077",2013,"SEL-18-04","Sockeye","Evelyn","AbsLBM",NA,NA,NA,NA,NA,NA
"8078",2014,"SEL-18-04","Sockeye","Evelyn","AbsLBM",NA,NA,NA,NA,NA,NA
"8079",2015,"SEL-18-04","Sockeye","Evelyn","AbsLBM",NA,NA,NA,NA,NA,NA
"8080",2016,"SEL-18-04","Sockeye","Evelyn","AbsLBM",NA,NA,NA,NA,NA,NA
"8081",2017,"SEL-18-04","Sockeye","Evelyn","AbsLBM",NA,NA,NA,NA,NA,NA
"8082",2018,"SEL-18-04","Sockeye","Evelyn","AbsLBM",NA,NA,NA,NA,NA,NA
"8083",2010,"SEL-18-04","Sockeye","Evelyn","LongTrend",NA,NA,NA,NA,NA,NA
"8084",2011,"SEL-18-04","Sockeye","Evelyn","LongTrend",NA,NA,NA,NA,NA,NA
"8085",2012,"SEL-18-04","Sockeye","Evelyn","LongTrend",NA,NA,NA,NA,NA,NA
"8086",2013,"SEL-18-04","Sockeye","Evelyn","LongTrend",NA,NA,NA,NA,NA,NA
"8087",2014,"SEL-18-04","Sockeye","Evelyn","LongTrend",NA,NA,NA,NA,NA,NA
"8088",2015,"SEL-18-04","Sockeye","Evelyn","LongTrend",NA,NA,NA,NA,NA,NA
"8089",2016,"SEL-18-04","Sockeye","Evelyn","LongTrend",NA,NA,NA,NA,NA,NA
"8090",2017,"SEL-18-04","Sockeye","Evelyn","LongTrend",NA,NA,NA,NA,NA,NA
"8091",2018,"SEL-18-04","Sockeye","Evelyn","LongTrend",NA,NA,NA,NA,NA,NA
"8092",2010,"SEL-18-04","Sockeye","Evelyn","PercChange",NA,NA,NA,NA,NA,NA
"8093",2011,"SEL-18-04","Sockeye","Evelyn","PercChange",NA,NA,NA,NA,NA,NA
"8094",2012,"SEL-18-04","Sockeye","Evelyn","PercChange",NA,NA,NA,NA,NA,NA
"8095",2013,"SEL-18-04","Sockeye","Evelyn","PercChange",NA,NA,NA,NA,NA,NA
"8096",2014,"SEL-18-04","Sockeye","Evelyn","PercChange",NA,NA,NA,NA,NA,NA
"8097",2015,"SEL-18-04","Sockeye","Evelyn","PercChange",NA,NA,NA,NA,NA,NA
"8098",2016,"SEL-18-04","Sockeye","Evelyn","PercChange",NA,NA,NA,NA,NA,NA
"8099",2017,"SEL-18-04","Sockeye","Evelyn","PercChange",NA,NA,NA,NA,NA,NA
"8100",2018,"SEL-18-04","Sockeye","Evelyn","PercChange",NA,NA,NA,NA,NA,NA
"8101",2010,"SEL-18-05","Sockeye","Kainet Creek","RelUBM",NA,NA,NA,NA,NA,NA
"8102",2011,"SEL-18-05","Sockeye","Kainet Creek","RelUBM",NA,NA,NA,NA,NA,NA
"8103",2012,"SEL-18-05","Sockeye","Kainet Creek","RelUBM",NA,NA,NA,NA,NA,NA
"8104",2013,"SEL-18-05","Sockeye","Kainet Creek","RelUBM",NA,NA,NA,NA,NA,NA
"8105",2014,"SEL-18-05","Sockeye","Kainet Creek","RelUBM",NA,NA,NA,NA,NA,NA
"8106",2015,"SEL-18-05","Sockeye","Kainet Creek","RelUBM",NA,NA,NA,NA,NA,NA
"8107",2016,"SEL-18-05","Sockeye","Kainet Creek","RelUBM",NA,NA,NA,NA,NA,NA
"8108",2017,"SEL-18-05","Sockeye","Kainet Creek","RelUBM",NA,NA,NA,NA,NA,NA
"8109",2018,"SEL-18-05","Sockeye","Kainet Creek","RelUBM",NA,NA,NA,NA,NA,NA
"8110",2010,"SEL-18-05","Sockeye","Kainet Creek","AbsUBM",NA,NA,NA,NA,NA,NA
"8111",2011,"SEL-18-05","Sockeye","Kainet Creek","AbsUBM",NA,NA,NA,NA,NA,NA
"8112",2012,"SEL-18-05","Sockeye","Kainet Creek","AbsUBM",NA,NA,NA,NA,NA,NA
"8113",2013,"SEL-18-05","Sockeye","Kainet Creek","AbsUBM",NA,NA,NA,NA,NA,NA
"8114",2014,"SEL-18-05","Sockeye","Kainet Creek","AbsUBM",NA,NA,NA,NA,NA,NA
"8115",2015,"SEL-18-05","Sockeye","Kainet Creek","AbsUBM",NA,NA,NA,NA,NA,NA
"8116",2016,"SEL-18-05","Sockeye","Kainet Creek","AbsUBM",NA,NA,NA,NA,NA,NA
"8117",2017,"SEL-18-05","Sockeye","Kainet Creek","AbsUBM",NA,NA,NA,NA,NA,NA
"8118",2018,"SEL-18-05","Sockeye","Kainet Creek","AbsUBM",NA,NA,NA,NA,NA,NA
"8119",2010,"SEL-18-05","Sockeye","Kainet Creek","RelLBM",NA,NA,NA,NA,NA,NA
"8120",2011,"SEL-18-05","Sockeye","Kainet Creek","RelLBM",NA,NA,NA,NA,NA,NA
