"CU_ID","Year","AllSitesInfilled","LowUnkSitesInfilled","ModHighSitesInfilled","DU_ID","CU_Name","CU_acro"
"CK-11",2012,7745,7745,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-11",2013,8531,8531,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-11",2014,20730,20730,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-11",2015,23737,23737,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-11",2016,8467,8467,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-11",2017,4863,4863,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-11",2018,4629,4629,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-11",2019,3284.66667071157,3284.66667071157,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-11",2020,8509,8509,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-11",2021,9795,9795,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-11",2022,22562.69287244,22562.69287244,NA,"DU10","Middle Fraser River_SU_1.3","MFR-summer"
"CK-12",1975,205,205,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1976,200,200,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1977,210,210,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1978,400,400,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1979,775,775,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1980,500,500,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1981,185,185,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1982,320,320,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1983,260,260,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1984,45,45,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1985,7790,7790,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1986,11335,11335,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1987,13636,13636,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1988,6541,6541,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1989,605,605,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1990,1256,1256,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1991,1007,1007,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1992,906,906,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1993,828,828,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1994,14691,14691,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1995,30027.3086188125,30027.3086188125,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1996,21094.6154615543,21094.6154615543,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1997,23350.4083261943,23350.4083261943,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1998,24506.1120485917,24506.1120485917,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",1999,13744.3970867542,13744.3970867542,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2000,16554,16554,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2001,21171.7161919921,21171.7161919921,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2002,31541.83200628,31541.83200628,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2003,37833,37833,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2004,26376,26376,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2005,15695.9847741972,15695.9847741972,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2006,16521,16521,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2007,8188,8188,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2008,11784,11784,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2009,23730.9080644017,23730.9080644017,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2010,10447.8738452809,10447.8738452809,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2011,8161.3162734991,8161.3162734991,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2012,7856.68856613264,7856.68856613264,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2013,13224.1267714603,13224.1267714603,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2014,22725.8993952954,22725.8993952954,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2015,17385.5383855923,17385.5383855923,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2016,12695.394772627,12695.394772627,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2017,6806.81516499843,6806.81516499843,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2018,7379.85276333643,7379.85276333643,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2019,1980.33523811877,1980.33523811877,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2020,13697.2336612005,13697.2336612005,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2021,14219.7730633824,14219.7730633824,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-12",2022,19069.0530968206,19069.0530968206,NA,"DU11","Upper Fraser River_SP_1.3","UFR-spring"
"CK-13",1975,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1976,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1977,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1978,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1979,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1980,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1981,700,700,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1982,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1983,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1984,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1985,450,450,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1986,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1987,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1988,1600,1600,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1989,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1990,1397,1397,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1991,2488,2488,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1992,1245,1245,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1993,885,885,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1994,3777,3777,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1995,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1996,NA,NA,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1997,36943.7950131693,36943.7950131693,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1998,53502.633987289,53502.633987289,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",1999,27882,27882,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2000,25074,25074,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2001,59419,59419,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2002,77579,77579,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2003,49456.5724683274,49456.5724683274,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2004,47686,47686,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2005,85633.9985244793,85633.9985244793,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2006,138967,138967,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2007,78038,78038,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2008,106279,106279,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2009,67265.1999807221,67265.1999807221,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2010,110694,110694,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2011,119027,119027,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2012,48157,48157,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2013,100229.375028752,100229.375028752,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2014,42273,42273,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2015,147925,147925,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2016,98751.623228225,98751.623228225,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2017,80396.5712128449,80396.5712128449,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2018,37005,37005,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2019,157199.570799137,157199.570799137,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2020,137346.147190665,137346.147190665,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2021,165219.524563082,165219.524563082,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-13",2022,129986.080357022,129986.080357022,NA,"DU12","South Thompson_SU_0.3","STh-0.3"
"CK-14",1975,300,300,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1976,250,250,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1977,756,756,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1978,400,400,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1979,300,300,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1980,250,250,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1981,250,250,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1982,400,400,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1983,250,250,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1984,775,775,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1985,1250,1250,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1986,1295,1295,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1987,1175,1175,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1988,1259,1259,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1989,1104,1104,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1990,1477,1477,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1991,907,907,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1992,1468,1468,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1993,1192,1192,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1994,1200,1200,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1995,700,700,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1996,780,780,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1997,915,915,NA,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1998,284,NA,284,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",1999,1008.09762782943,658.097627829426,350,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2000,1490.41127728375,1135.41127728375,355,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2001,4238.46461667004,2876.46461667004,1362,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2002,2558.53935933711,1555.53935933711,1003,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2003,1818,1729,89,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2004,1306.17988328618,911.179883286176,395,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2005,758.660740450687,451.660740450687,307,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2006,1112.63341880558,558.633418805578,554,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2007,524.748970543654,351.748970543654,173,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2008,1213,678,535,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2009,834,588,246,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2010,2318,1773,545,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2011,561,449,112,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2012,726,443,283,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2013,1618,916,702,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2014,1661,851,810,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2015,1047,908,139,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2016,408.158922593233,277,131.158922593233,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2017,1105,935,170,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2018,880,750,130,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2019,1179,807,372,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2020,1069,723,346,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2021,3075,2669,406,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-14",2022,1205,715,490,"DU13","South Thompson_SU_1.3","STh-1.3"
"CK-15",1975,31570,31570,NA,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1976,3347,3347,NA,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1977,15503,15503,NA,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1978,17220,17220,NA,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1979,16453,16453,NA,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1980,5723,5723,NA,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1981,8248,8248,NA,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1982,2894,2894,NA,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1983,5862.85158078684,5396,466.851580786836,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1984,8236.89359413362,7581,655.893594133619,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1985,11450.814086344,10539,911.814086344046,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1986,19991.9327439729,18400,1591.9327439729,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1987,16469.4411159316,15158,1311.44111593159,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1988,23574.1828666294,21697,1877.18286662935,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1989,18223.0813033649,16772,1451.08130336487,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1990,21775.9954377557,20042,1733.9954377557,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1991,16469.4411159316,15158,1311.44111593159,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1992,22313.8218892919,20537,1776.82188929193,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1993,9626.55022345652,8860,766.550223456518,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1994,27484.5614506271,25296,2188.5614506271,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1995,16469.4411159316,15158,1311.44111593159,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1996,32754.1741575982,30146,2608.17415759822,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1997,21955.2709216011,20207,1748.27092160111,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1998,28501.5423771683,26232,2269.54237716833,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",1999,43558.5099840149,40090,3468.50998401488,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2000,30493.1300249782,28065,2428.13002497824,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2001,39340.6467822702,36208,3132.64678227016,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2002,59420.5874910399,54689,4731.5874910399,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2003,35769.2618404528,32921,2848.26184045283,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2004,18780.4650804115,17285,1495.4650804115,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2005,19815.9168143792,18238,1577.91681437923,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2006,64679,59444,5235,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2007,17505,16275,1230,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2008,17055,15278,1777,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2009,27236,25437,1799,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2010,76736,71618,5118,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2011,20322,19208,1114,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2012,4553,4195,358,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2013,31454,29061,2393,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2014,46514,44240,2274,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2015,42852.2732294724,39440,3412.27322947236,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2016,6995.00342422269,6438,557.003424222693,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2017,14217,13430,787,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2018,19220,17120,2100,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2019,31705,29649,2056,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2020,27582,25528,2054,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2021,31427,29507,1920,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-15",2022,35639,33914,1725,"DU12","Shuswap River_SU_0.3","STh-SHUR"
"CK-16",1975,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1976,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1977,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1978,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1979,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1980,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1981,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1982,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1983,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1984,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1985,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1986,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1987,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1988,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1989,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1990,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1991,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1992,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1993,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1994,NA,NA,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1995,330,330,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1996,535,535,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1997,5,5,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1998,167,167,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",1999,388.6922833048,388.6922833048,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2000,391,391,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2001,386,386,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2002,239,239,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2003,202,202,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2004,157,157,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2005,161,161,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2006,254,254,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2007,5,5,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2008,77,77,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2009,28,28,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2010,184,184,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2011,8,8,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2012,19,19,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2013,187,187,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2014,85,85,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2015,144,144,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2016,7.92910191599575,7.92910191599575,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2017,14,14,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2018,3.92859057082191,3.92859057082191,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2019,0,0,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2021,0,0,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-16",2022,23,23,NA,"DU14","South Thompson-Bessette Creek_SU_1.2","STh-BESS"
"CK-17",1975,5606,NA,5606,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1976,4445,NA,4445,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1977,3498,NA,3498,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1978,3974,NA,3974,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1979,3017,NA,3017,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1980,6180,NA,6180,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1981,3258,NA,3258,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1982,4737,NA,4737,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1983,2439,32,2407,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1984,5497,818,4679,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1985,8589,NA,8589,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1986,13303,1379,11924,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1987,6593,520,6073,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1988,6352,863,5489,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1989,8539,1062,7477,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1990,5004,584,4420,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1991,7168,2292,4876,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1992,9704,1936,7768,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1993,9375,NA,9375,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1994,16387,4503,11884,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1995,18397,5117,13280,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1996,27758,5019,22739,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1997,22293,10564,11729,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1998,5401,2241,3160,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",1999,11269,2137,9132,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2000,16311,5869,10442,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2001,17948,6499,11449,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2002,26202,8697,17505,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2003,26619,7818,18801,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2004,22545,8095,14450,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2005,7915,3579,4336,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2006,11961,4310,7651,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2007,2724,1064,1660,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2008,11830,5269,6561,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2009,2430,1226,1204,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2010,9741,2616,7125,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2011,5218,1639,3579,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2012,11569,3206,8363,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2013,7148,2635,4513,"DU15","Lower Thompson_SP_1.2","LTh"
"CK-17",2014,24859,12940,11919,"DU15","Lower Thompson_SP_1.2","LTh"
