"CU_Name","CU_acro","DU_ID","CU_ID","Pop_Name","Pop_ID","Year","EstClass","TotalInfilled","StartYear","UseYear"
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2005,"OtherSource",144,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2006,"OtherSource",177,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2007,"OtherSource",18,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2008,"OtherSource",29,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2009,"OtherSource",43,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2010,"INFILL",272.567616191904,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2011,"OtherSource",1301,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2012,"INFILL",129.16311844078,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2013,"INFILL",284.827586206897,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2014,"INFILL",209.16251874063,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2015,"INFILL",384.51724137931,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2016,"INFILL",245.447076461769,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2017,"INFILL",261.050674662669,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2018,"INFILL",366.684557721139,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2019,"INFILL",339.811694152924,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2020,"INFILL",367.799100449775,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2021,"INFILL",575.475562218891,NA,TRUE
"East Vancouver Island-Nanaimo & Chemainus_FA_0.x","EVI-fall","DU21","CK-25","CHEMAINUS RIVER",39984,2022,"INFILL",958.382908545727,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1965,"OtherSource",0,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1966,"OtherSource",7600,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1975,"QualFiltered",NA,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1976,"OtherSource",3550,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1977,"OtherSource",3700,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1978,"OtherSource",4170,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1979,"OtherSource",7195,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1980,"OtherSource",337,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1981,"OtherSource",5782,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1982,"OtherSource",5034,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1983,"OtherSource",4742,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1984,"OtherSource",5278,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1985,"OtherSource",3675,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1986,"OtherSource",2146,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1987,"OtherSource",2519,1988,FALSE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1988,"OtherSource",6878,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1989,"OtherSource",5535,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1990,"OtherSource",5626,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1991,"OtherSource",7408,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1992,"OtherSource",10250,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1993,"OtherSource",7030,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1994,"OtherSource",6407,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1995,"OtherSource",16449,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1996,"OtherSource",14596,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1997,"OtherSource",9973,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1998,"OtherSource",5858,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,1999,"OtherSource",6110,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2000,"OtherSource",6638,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2001,"OtherSource",5014,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2002,"OtherSource",4115,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2003,"OtherSource",3356,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2004,"OtherSource",2721,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2005,"OtherSource",2467,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2006,"OtherSource",1775,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2007,"OtherSource",2175,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2008,"OtherSource",2015,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2009,"OtherSource",785,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2010,"OtherSource",2879,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2011,"OtherSource",3492,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2012,"OtherSource",3448,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2013,"RELATIVE ABUNDANCE (TYPE-3)",4591,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2014,"TRUE ABUNDANCE (TYPE-2)",4590,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2015,"TRUE ABUNDANCE (TYPE-2)",6394,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2016,"TRUE ABUNDANCE (TYPE-2)",8218,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2017,"TRUE ABUNDANCE (TYPE-1)",13313,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2018,"TRUE ABUNDANCE (TYPE-2)",14395,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2019,"TRUE ABUNDANCE (TYPE-2)",15681,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2020,"TRUE ABUNDANCE (TYPE-2)",8865,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2021,"TRUE ABUNDANCE (TYPE-2)",13336,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","COWICHAN RIVER",40023,2022,"TRUE ABUNDANCE (TYPE-2)",18071,1988,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","KOKSILAH RIVER",40033,2003,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,1995,"OtherSource",30,2000,FALSE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,1996,"OtherSource",8,2000,FALSE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,1997,"OtherSource",3,2000,FALSE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,1999,"OtherSource",9,2000,FALSE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2000,"OtherSource",75,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2001,"OtherSource",500,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2002,"OtherSource",350,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2003,"OtherSource",245,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2004,"OtherSource",116,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2005,"OtherSource",260,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2006,"OtherSource",30,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2007,"OtherSource",3,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2008,"OtherSource",281,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2009,"QualFiltered",NA,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2010,"OtherSource",23,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2011,"OtherSource",40,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2012,"OtherSource",59,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2013,"TRUE ABUNDANCE (TYPE-2)",24,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2014,"TRUE ABUNDANCE (TYPE-2)",2,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2015,"TRUE ABUNDANCE (TYPE-2)",2,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2016,"TRUE ABUNDANCE (TYPE-2)",9,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2017,"TRUE ABUNDANCE (TYPE-2)",1,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2018,"TRUE ABUNDANCE (TYPE-1)",13,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2019,"TRUE ABUNDANCE (TYPE-2)",7,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2020,"TRUE ABUNDANCE (TYPE-2)",3,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2021,"TRUE ABUNDANCE (TYPE-1)",17,2000,TRUE
"East Vancouver Island-Goldstream_FA_0.x","Goldstr","DU21","CK-21","GOLDSTREAM RIVER",40053,2022,"TRUE ABUNDANCE (TYPE-1)",3,2000,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","AYUM CREEK",40133,1997,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,1995,"INFILL",582.353419435118,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,1996,"OtherSource",638,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,1997,"OtherSource",1227,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,1998,"OtherSource",2402,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,1999,"OtherSource",709,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2000,"OtherSource",371,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2001,"OtherSource",744,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2002,"OtherSource",750,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2003,"INFILL",1406.97945492937,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2004,"INFILL",1116.70125892016,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2005,"OtherSource",450,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2006,"INFILL",1063.33675827702,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2007,"OtherSource",362,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2008,"INFILL",620.931869557002,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2009,"INFILL",527.849587314153,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2010,"OtherSource",430,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2011,"INFILL",503.86231395385,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2012,"OtherSource",425,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2013,"INFILL",920.779099571696,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2014,"INFILL",556.090178319178,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2015,"INFILL",890.738001016624,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2016,"INFILL",809.740971247316,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2017,"RELATIVE ABUNDANCE (TYPE-4)",306,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2018,"RELATIVE ABUNDANCE (TYPE-4)",626,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2019,"RELATIVE ABUNDANCE (TYPE-4)",878,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2020,"RELATIVE ABUNDANCE (TYPE-4)",1368,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2021,"INFILL",897.641749665733,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SOOKE RIVER",40153,2022,"RELATIVE ABUNDANCE (TYPE-4)",341,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","DE MAMIEL CREEK",40163,1995,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","DE MAMIEL CREEK",40163,1996,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","DE MAMIEL CREEK",40163,1997,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","DE MAMIEL CREEK",40163,1998,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","DE MAMIEL CREEK",40163,1999,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","DE MAMIEL CREEK",40163,2000,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","DE MAMIEL CREEK",40163,2012,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","ROCKY CREEK",40173,1996,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","ROCKY CREEK",40173,1997,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","ROCKY CREEK",40173,1999,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CHARTERS RIVER",40183,1996,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CHARTERS RIVER",40183,1997,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CHARTERS RIVER",40183,1999,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,1995,"OtherSource",381,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,1996,"OtherSource",760,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,1997,"OtherSource",874,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,1998,"OtherSource",3921,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,1999,"OtherSource",1054,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2000,"OtherSource",250,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2001,"OtherSource",362,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2002,"OtherSource",1457,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2003,"OtherSource",1921,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2004,"INFILL",2323.12372982205,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2005,"OtherSource",1227,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2006,"OtherSource",4515,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2007,"OtherSource",1891,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2008,"OtherSource",1710,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2009,"OtherSource",2918,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2010,"OtherSource",1300,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2011,"OtherSource",591,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2012,"OtherSource",1690,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2013,"INFILL",1915.53807166624,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2014,"TRUE ABUNDANCE (TYPE-2)",4133,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2015,"RELATIVE ABUNDANCE (TYPE-4)",2197,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2016,"RELATIVE ABUNDANCE (TYPE-3)",1219,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2017,"TRUE ABUNDANCE (TYPE-2)",1422,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2018,"RELATIVE ABUNDANCE (TYPE-4)",643,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2019,"RELATIVE ABUNDANCE (TYPE-3)",1374,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2020,"RELATIVE ABUNDANCE (TYPE-4)",854,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2021,"RELATIVE ABUNDANCE (TYPE-4)",1093,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","SAN JUAN RIVER",40253,2022,"RELATIVE ABUNDANCE (TYPE-4)",901,1995,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,1997,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,1998,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,2005,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,2007,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,2009,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,2011,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,2013,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,2015,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,2016,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,2017,"QualFiltered",NA,NA,TRUE
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","RENFREW CREEK",40283,2018,"QualFiltered",NA,NA,TRUE
