"CU_Name","CU_acro","DU_ID","CU_ID","Pop_Name","Pop_ID","Year","EstClass","TotalInfilled","StartYear","UseYear"
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","PATRICIA CREEK",214,1992,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","PATRICIA CREEK",214,2001,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","ROBERTSON RIVER",234,1990,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","ROBERTSON RIVER",234,1991,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","ROBERTSON RIVER",234,2000,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","SHAW CREEK",244,1991,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","SHAW CREEK",244,1992,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","SHAW CREEK",244,1993,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","SHAW CREEK",244,1996,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","SHAW CREEK",244,1999,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","SHAW CREEK",244,2000,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","SHAW CREEK",244,2001,"RELATIVE ABUNDANCE (TYPE-3)",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","SHAW CREEK",244,2003,"QualFiltered",NA,NA,TRUE
"East Vancouver Island-Cowichan & Koksilah_FA_0.x","CWCH-KOK","DU21","CK-22","SHAW CREEK",244,2004,"TRUE ABUNDANCE (TYPE-2)",NA,NA,TRUE
"North Thompson_SP_1.3","NTh-spr","DU16","CK-18","ALBREDA RIVER",290,2000,"OtherSource",NA,NA,TRUE
"Fraser-Cross-CU Supplementation Exclusion","FR-XCU","DU_NA","CK-9006","ALOUETTE RIVER",294,2005,"QualFiltered",NA,NA,TRUE
"Fraser-Cross-CU Supplementation Exclusion","FR-XCU","DU_NA","CK-9006","ALOUETTE RIVER",294,2006,"QualFiltered",NA,NA,TRUE
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1996,"OtherSource",123,1979,TRUE
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1997,"OtherSource",381,1979,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1985,"RELATIVE ABUNDANCE (TYPE-4)",1492,1986,FALSE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1986,"OtherSource",4291,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1987,"OtherSource",16790,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1988,"OtherSource",14466,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1989,"OtherSource",2933,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1990,"OtherSource",1570,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1991,"OtherSource",8392,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1992,"OtherSource",35856,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1993,"OtherSource",17834,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1994,"OtherSource",6826,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1995,"OtherSource",29820,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1996,"OtherSource",21928,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1997,"OtherSource",79717,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1998,"OtherSource",78780,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1999,"OtherSource",74945,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2000,"OtherSource",70983,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2001,"OtherSource",68247,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2002,"OtherSource",58852,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2003,"OtherSource",54111,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2004,"OtherSource",54485,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2005,"OtherSource",31099,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2006,"OtherSource",41312,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2007,"OtherSource",23514,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2008,"OtherSource",35732,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2009,"OtherSource",14116,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2010,"OtherSource",74947,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2011,"OtherSource",47986,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2012,"OtherSource",14566,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2013,"RELATIVE ABUNDANCE (TYPE-4)",45713,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2014,"RELATIVE ABUNDANCE (TYPE-4)",49904,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2015,"RELATIVE ABUNDANCE (TYPE-4)",25849,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2016,"RELATIVE ABUNDANCE (TYPE-4)",34397,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2017,"RELATIVE ABUNDANCE (TYPE-4)",20184,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2018,"RELATIVE ABUNDANCE (TYPE-4)",17810,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2019,"RELATIVE ABUNDANCE (TYPE-4)",70366,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2020,"RELATIVE ABUNDANCE (TYPE-4)",35795,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2021,"RELATIVE ABUNDANCE (TYPE-4)",52868,1986,TRUE
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2022,"RELATIVE ABUNDANCE (TYPE-4)",56170,1986,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,1996,"OtherSource",10,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,1998,"OtherSource",2,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,1999,"INFILL",2.69228330479995,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2000,"OtherSource",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2001,"OtherSource",5,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2002,"OtherSource",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2003,"OtherSource",2,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2004,"OtherSource",8,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2005,"OtherSource",3,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2006,"OtherSource",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2007,"OtherSource",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2008,"OtherSource",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2009,"OtherSource",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2010,"OtherSource",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2011,"OtherSource",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2012,"OtherSource",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2013,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2014,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2015,"RELATIVE ABUNDANCE (TYPE-4)",2,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2016,"INFILL",0.054921050989203,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2017,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2018,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2019,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2021,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2022,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1975,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1977,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1979,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1981,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1982,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1983,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1984,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1985,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1986,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1987,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1988,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1989,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1990,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1991,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1992,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1993,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1994,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1996,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,1998,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2000,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2001,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2002,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2003,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2004,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2005,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2006,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2007,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2008,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2009,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2010,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2011,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2012,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2013,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2014,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2015,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2016,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2017,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2018,"RELATIVE ABUNDANCE (TYPE-4)",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","EAST TWIN CREEK",926,2021,"QualFiltered",NA,NA,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1995,"OtherSource",8,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1996,"OtherSource",14,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1997,"OtherSource",45,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1998,"OtherSource",18,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1999,"INFILL",24.7370819878549,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2000,"OtherSource",14,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2001,"OtherSource",74,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2002,"OtherSource",126,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2003,"OtherSource",48,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2004,"OtherSource",54,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2005,"OtherSource",17,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2006,"OtherSource",72,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2007,"OtherSource",6,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2008,"OtherSource",6,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2009,"OtherSource",86,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2010,"OtherSource",14,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2011,"OtherSource",11,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2012,"OtherSource",25,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2013,"RELATIVE ABUNDANCE (TYPE-4)",31,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2014,"RELATIVE ABUNDANCE (TYPE-4)",28,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2015,"RELATIVE ABUNDANCE (TYPE-4)",5,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2016,"RELATIVE ABUNDANCE (TYPE-4)",22,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2017,"RELATIVE ABUNDANCE (TYPE-4)",2,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2018,"RELATIVE ABUNDANCE (TYPE-4)",15,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2019,"INFILL",3.56419527459612,1995,TRUE
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2020,"INFILL",24.6521975424052,1995,TRUE
